   -0.000805 -0.000797073    -0.999999
   -0.587727     0.803637    -0.093515
    0.208746     0.262295     0.942139
    0.781666       0.5342    -0.321914
    -8.65108    -0.467826    -0.779682
   -0.789549    -0.391329      0.47273
   -0.181112     0.884586     0.429775
   -0.586354     0.253711    -0.769298
    -7.87614    -0.911691     -1.00276
   -0.875313    -0.118822     0.468732
    -0.32895     0.856805    -0.397086
   -0.354429    -0.501763    -0.789059
    -6.95157     -1.34546     -1.11446
    0.773027      0.58881    -0.236076
    0.632326    -0.685313     0.361263
   0.0509293    -0.428543    -0.902085
    -6.29008     -2.09114     -1.06423
   -0.784162    -0.607189    -0.128111
   -0.340339     0.248176     0.906961
   -0.518902     0.754805     -0.40126
    -5.24166     -2.54152     -1.07268
    -0.92331     0.156693    -0.350637
  -0.0770753     0.818809     0.568868
    0.376242     0.552267    -0.743938
    -4.41507     -3.22076     -1.18108
   -0.611314     -0.51527     -0.60066
   -0.496086     0.840864    -0.216441
    0.616598     0.165665     -0.76965
     -3.5968     -3.71266     -1.16164
    0.038912     0.917601     0.395593
    0.754982    -0.286342     0.589924
     0.65459      0.27571    -0.703915
    -2.72689     -4.28789     -1.24828
     0.27559     0.926141    -0.257514
    0.820606     -0.08714     0.564812
    0.500655    -0.366973    -0.784012
    -2.00828     -4.81868     -1.29354
   -0.851751    -0.292933     0.434408
   -0.523876     0.462481    -0.715308
   0.0086316     -0.83684    -0.547379
    -1.17438     -5.37423     -1.35776
    0.314699     0.757479    -0.572006
     0.94774    -0.217438     0.233474
   0.0524752    -0.615587     -0.78632
   -0.324098     -5.86566     -1.49344
    0.314483    -0.919659     0.235218
   -0.601946  -0.00160101     0.798535
   -0.734003    -0.392715    -0.554089
    0.512307     -6.42591     -1.56832
  -0.0166337     0.204616     0.978701
     0.99192    -0.119751    0.0418945
    0.125772      0.97149     -0.20097
     1.38634     -6.93124     -1.56723
  -0.0483746     0.561397     0.826132
    0.996351    0.0853464   0.00034484
  -0.0703138     0.823134    -0.563477
     2.23933     -7.53565     -1.57624
    0.716975    -0.188234    -0.671204
    0.278935    -0.804945     0.523697
    -0.63886      -0.5627     -0.52462
     3.06755     -8.09787     -1.65601
   -0.615746    -0.757893     0.215534
   -0.787781     0.597722    -0.148761
   -0.016084    -0.261392    -0.965099
     3.90575     -8.62542     -1.83132
    0.400182     0.303447     -0.86474
    0.792017    -0.589224     0.159762
   -0.461046    -0.748823    -0.476132
     4.70041      -9.1455     -1.87055
   0.0996209     0.291222     0.951454
    0.753738     0.602155    -0.263228
   -0.649581      0.74337    -0.159518
     5.62087     -9.78001     -1.80949
    0.635589     0.499229    -0.588895
   0.0409207    -0.783503     -0.62004
   -0.770943     0.369992    -0.518414
     6.34005     -10.3171     -1.85796
    0.411018     0.706059    -0.576667
    0.315598     0.483248      0.81662
    0.855255    -0.517641   -0.0242065
     7.21098     -10.9655     -2.02155
    0.209794    -0.290414      0.93362
   -0.936245     0.215573      0.27744
   -0.281836    -0.932302    -0.226673
     6.63077     -11.6346     -2.09735
   -0.183151     0.261141     0.947766
    0.741652     0.669521   -0.0411543
   -0.645297     0.695375    -0.316299
     5.72642     -11.1338     -2.00101
   -0.514019     0.387701    -0.765162
    0.375498     0.903719     0.205654
    0.771223    -0.181607     -0.61011
     5.05334     -10.5302     -2.06293
   -0.620275     0.216085     0.754033
    0.721713     0.533748      0.44073
   -0.307229      0.81757    -0.487022
     4.16045     -10.0343     -2.03359
    0.436183      0.89116     0.124814
    0.380488    -0.308344     0.871867
    0.815459    -0.332804     -0.47357
     3.26418     -9.47389     -1.95599
  -0.0396055    -0.890318     0.453614
   -0.378719     0.433475     0.817723
   -0.924664    -0.139406    -0.354348
     2.45514     -8.90461     -1.81913
    0.693068     0.720162   -0.0319853
   0.0965903   -0.0488031     0.994127
    0.714372    -0.692087    -0.103385
     1.67969      -8.4258      -1.6833
   -0.736093    -0.635968    -0.231759
   -0.113185     0.453218    -0.884185
     0.66735    -0.624611    -0.405592
    0.829799      -7.7707     -1.68534
   -0.230355     0.963374    -0.137287
    0.973058     0.229458   -0.0225393
  0.00978779     -0.13878    -0.990275
   -0.030258     -7.28528     -1.64568
   -0.149982    -0.656398    -0.739356
   -0.942518      0.32078   -0.0935941
    0.298606     0.682819    -0.666778
   -0.876812     -6.62991     -1.63247
     0.36884   -0.0503298     0.928129
   -0.927674    0.0425063     0.370964
  -0.0581219    -0.997828   -0.0310117
     -1.7055     -6.15901     -1.56524
    0.723416    -0.571689    -0.387092
   -0.462468    0.0150491    -0.886508
    0.512632     0.820332    -0.253501
    -2.59083      -5.6244     -1.47189
    0.578304     0.540572    -0.611021
     0.76799    -0.108043     0.631283
    0.275237    -0.834331    -0.477635
    -3.39795     -5.04875     -1.43138
  -0.0336892    -0.575239    -0.817292
   -0.594425    -0.645863     0.479083
   -0.803445     0.501958    -0.320177
    -4.19032     -4.44856     -1.28442
   -0.265751    -0.798258     0.540519
   -0.921027    0.0446197    -0.386934
    0.284755    -0.600661    -0.747075
    -4.98232      -3.8934     -1.29831
   -0.620368    -0.470095     0.627817
   -0.272083     0.879751     0.389882
   -0.735604    0.0710523    -0.673675
    -5.83316     -3.50128     -1.26819
   0.0603984    -0.209958     0.975843
    -0.75062      0.63487     0.183054
   -0.657967    -0.743544    -0.119254
    -6.73805      -2.9315     -1.22666
   -0.274577      0.93088    -0.240978
    0.896364     0.157079    -0.414557
    -0.34805    -0.329832    -0.877537
    -7.63071     -2.39318     -1.17016
   -0.625138    0.0524176    -0.778752
   -0.780514    -0.041586     0.623753
  0.00031052     0.997759    0.0669096
    -8.41167     -1.84789     -1.07623
   -0.315915    -0.887019     -0.33674
   -0.725454     0.454568    -0.516803
    0.611485    0.0810233    -0.787096
    -9.19769     -1.39787    -0.889048
    0.827406    -0.559959   -0.0429625
   -0.553458    -0.825996     0.106843
  -0.0953144   -0.0646242    -0.993347
     6.65303     -11.5918     -3.12975
    0.941638    -0.334868   -0.0343611
   -0.330034    -0.898272    -0.290146
   0.0662952     0.284553    -0.956365
     5.78956     -10.9639     -2.94887
   -0.613505     0.755358    -0.230316
   -0.216026     0.119996     0.968986
    0.759568     0.644232    0.0895585
     5.03379     -10.4797     -3.01097
   -0.635742     0.724577     0.266121
    0.248595     0.518582    -0.818091
   -0.730776    -0.453938    -0.509811
     4.02797     -9.91465     -3.06352
   -0.430024    -0.567863     0.701862
   -0.724762     0.680691      0.10668
   -0.538331    -0.462808    -0.704279
     3.37806      -9.3386     -2.97452
    -0.52359     0.461627     0.716069
     0.83017    0.0875235     0.550597
    0.191497     0.882746    -0.429055
     2.50135     -8.77669     -2.85323
    0.988143     -0.14436    0.0522861
   -0.132688    -0.974258    -0.182249
   0.0772496      0.17315    -0.981861
     1.68686     -8.21958     -2.77898
   -0.555532    0.0348221    -0.830766
   -0.461774     0.817964     0.343074
    0.691483     0.574215    -0.438325
    0.911009     -7.74697     -2.82065
   -0.944002   -0.0443325     0.326949
   -0.131931     0.958983    -0.250892
   -0.302415    -0.279977     -0.91113
  -0.0577048     -7.16751     -2.59531
    0.845852    -0.218112    -0.486786
   -0.174619     -0.97552     0.133675
   -0.504026   -0.0280671    -0.863232
   -0.916251     -6.53413     -2.57643
    0.610268     0.771248    -0.180969
    0.585895    -0.285655     0.758373
    0.533199    -0.568839    -0.626196
    -1.77219     -6.08685     -2.49157
   -0.402709   -0.0626575     0.913181
     0.65049     0.682292     0.333679
   -0.643963      0.72839    -0.234007
    -2.58038     -5.46181     -2.41284
    0.511697     0.669235    -0.538786
     0.45361    -0.743014    -0.492106
    -0.72966   0.00741034     -0.68377
    -3.43976     -4.88286     -2.35259
   -0.748253    -0.618791     0.239198
   -0.129574     0.489927      0.86208
   -0.650637      0.61406    -0.446769
    -4.23045     -4.32785     -2.32966
    0.599243    -0.607002     0.521974
   -0.598812    -0.772597    -0.210995
     0.53135    -0.186127    -0.826453
    -5.04998     -3.80055     -2.30815
    0.580583    -0.483275    -0.655262
     0.37009    -0.560208     0.741081
   -0.725229    -0.672765    -0.146392
    -5.83447     -3.35913     -2.19165
      0.8914    -0.405214    -0.202997
  -0.0947809    -0.604672     0.790815
   -0.443196    -0.685692    -0.577411
    -6.77828     -2.84756     -2.19095
  -0.0260746    -0.414224     0.909801
   -0.711191    -0.631898     -0.30808
    0.702515    -0.655076    -0.278116
    -7.50413     -2.27001     -2.08338
    0.391226     0.438482     -0.80912
   -0.314209    -0.762724    -0.565265
   -0.864994     0.475379    -0.160623
    -8.34535     -1.67865     -2.00635
    0.379628     0.484867      -0.7879
    0.923855    -0.153826     0.350471
    0.048732    -0.860954    -0.506343
    -9.06759     -1.22006     -1.91438
    0.906124     0.332607     0.261366
    0.246487    -0.917287     0.312777
    0.343779    -0.218991    -0.913159
    -8.67152    -0.327995     -1.90159
    0.230329     0.727818     0.645933
    0.927208    0.0373252    -0.372683
   -0.295355     0.684754    -0.666242
    -7.87402     -0.83058     -2.01674
   -0.428587     0.852999     0.297836
     0.37779    -0.130253     0.916684
    0.820724     0.505398    -0.266429
    -6.99707     -1.39533     -2.04055
    0.660241    -0.386153      0.64418
   0.0066205    -0.854676     -0.51912
    0.751025     0.347009    -0.561735
    -6.10611     -1.95081     -2.01855
   -0.506149    -0.854471    -0.117013
   -0.815059     0.429562     0.388786
   -0.281942     0.292156    -0.913867
    -5.31541      -2.5127     -2.02499
 -0.00328495    -0.813652    -0.581343
   -0.473532    -0.510769     0.717553
   -0.880771     0.277641    -0.383612
     -4.4624      -3.0113     -2.15989
    0.911858    -0.167028     0.374988
   0.0907131     -0.80891    -0.580893
    0.400357     0.563708    -0.722459
    -3.58625     -3.62213     -2.19382
   -0.903704    -0.426594   -0.0365559
   -0.404148     0.878101    -0.256129
    0.141363    -0.216691    -0.965951
    -2.81954     -4.14142     -2.24095
     0.43921      0.14766    -0.886166
    0.845022    -0.402797     0.351701
   -0.305013      -0.9033    -0.301688
    -1.95779     -4.73012     -2.28348
   0.0644713     0.950742    -0.303206
    0.545351     0.220887      0.80858
    0.835725    -0.217484    -0.504247
    -1.21002     -5.21826     -2.43097
    0.666564    -0.745221    0.0183685
   -0.722941    -0.652252    -0.227868
    0.181793     0.138609    -0.973519
   -0.386707     -5.81781     -2.45905
   -0.567355    -0.495133    -0.657991
   -0.818534     0.251704     0.516379
  -0.0900569     0.831558    -0.548089
    0.517617     -6.37392     -2.52894
   -0.291047     0.151101     0.944701
    0.916969    -0.237581     0.320504
    0.272872     0.959543   -0.0694074
     1.42602     -6.88621      -2.6395
    0.467879     0.505613     0.724875
    0.624246    -0.769663     0.133927
    0.625625     0.389839    -0.675736
     2.25754     -7.46719     -2.64397
   -0.750324     0.151612     -0.64345
    0.657051    0.0638686    -0.751136
  -0.0727852    -0.986374    -0.147539
     3.16673     -8.00985     -2.72567
    -0.43511    -0.895127   -0.0970951
   -0.880813     0.445531    -0.160221
    0.186677    0.0158088    -0.982294
     3.91852     -8.47747     -2.74453
   -0.825957    -0.485039    -0.287285
   -0.463817      0.29504      0.83536
   -0.320422     0.823218    -0.468659
     4.72723     -9.06057     -2.79367
   -0.388706    -0.719076     0.576054
   -0.219508     0.679491     0.700077
   -0.894832     0.145675    -0.421965
      5.5468     -9.65125     -2.87445
    0.835776      0.40469    -0.371087
    0.530072    -0.770938     0.353099
   -0.143189    -0.491814    -0.858845
     6.42006     -10.2125     -2.90036
   -0.723313    -0.327197     -0.60808
   -0.627262   -0.0568667     0.776729
   -0.288723     0.943244    -0.164106
     7.18717     -10.8465     -3.00343
      0.7816     0.124186    -0.611293
   -0.536568    -0.365916    -0.760395
   -0.318112     0.922325    -0.219366
     7.82727      -9.9733     -2.85538
   -0.795706    -0.491148     0.354437
   -0.238318     0.791864     0.562277
   -0.556827     0.362939     -0.74714
     7.01501     -9.44547     -2.81712
   -0.314667     0.648484    -0.693147
    0.496296     0.734876     0.462221
     0.80912     -0.19856    -0.553081
      6.1697     -8.76255     -2.77916
   -0.735398    0.0395225     0.676482
   -0.347659     0.834894    -0.426714
   -0.581656     -0.54899    -0.600239
     5.31006     -8.23532     -2.74182
    0.403868     0.551711     -0.72973
    -0.21819    -0.716566    -0.662515
   -0.888416     0.426788    -0.169021
     4.39517     -7.68591     -2.73194
    0.369756    -0.132004    -0.919704
   -0.413939    -0.909598   -0.0358659
   -0.831826     0.393963    -0.390971
     3.62704      -7.1103     -2.68345
   -0.896556    0.0147091     0.442685
   -0.178285     0.902925    -0.391077
   -0.405464    -0.429547    -0.806901
     2.84355     -6.58014     -2.54897
    0.794079   -0.0128339     0.607678
    0.419525    -0.711866    -0.563245
    0.439815     0.702198    -0.559894
     1.90393      -6.0371     -2.58185
    0.396943    -0.824265    -0.403761
   -0.882791    -0.222449     -0.41376
    0.251232     0.520675    -0.815953
     1.03092     -5.39926     -2.50793
   -0.639851    -0.768404    0.0120747
   -0.767706     0.638398   -0.0554638
   0.0349101   -0.0447584    -0.998388
    0.240484     -4.99505     -2.34043
    0.626296    -0.734277    -0.261896
   -0.508341    -0.639351     0.576905
   -0.591052    -0.228181    -0.773687
    -0.60391     -4.35862     -2.28885
    0.393484     0.907811     0.145083
    0.524474     -0.35128     0.775583
    0.755048    -0.229087    -0.614346
    -1.37054     -3.83107      -2.3133
    0.245464     0.703469     0.666992
    0.627552     0.409105    -0.662429
   -0.738868     0.581175    -0.341043
    -2.14394      -3.3389     -2.24573
   -0.354936    -0.934099   -0.0384698
    -0.80734     0.285502     0.516421
   -0.471405     0.214355     -0.85547
    -3.01064     -2.79853     -2.15122
   -0.400309    -0.444496    -0.801359
   -0.803929    -0.249377     0.539916
   -0.439831     0.860369    -0.257515
    -3.91434     -2.21843     -2.09007
  -0.0406331     0.956897      0.28757
    0.590555    -0.209157     0.779422
    0.805974     0.201496    -0.556601
    -4.71589     -1.69758     -1.98474
   -0.248547    -0.896006    -0.367963
   -0.843051     0.387168    -0.373318
    0.476959     0.217425    -0.851608
      -5.643     -1.14912     -1.89231
    -0.73201       0.5323    -0.425226
    0.654917     0.721771    -0.223897
    0.187736    -0.442383    -0.876957
    -6.43069    -0.466352     -1.88907
    0.591831    -0.586197      0.55327
   -0.663612    0.0352813     0.747244
   -0.457553      -0.8094    -0.368127
    -7.25056  -0.00135066     -1.85862
    0.800608    -0.464146     -0.37894
   -0.599189    -0.620505    -0.505912
-0.000317286     0.632094    -0.774892
    -8.09012     0.527323     -1.82077
    0.169823    -0.401591    -0.899936
   -0.909806     0.287034    -0.299773
    0.378699     0.869676    -0.316625
    -7.54742      1.37737     -1.73969
   -0.837156     0.338695     0.429484
   -0.179269     0.571936    -0.800469
   -0.516752    -0.747111    -0.418082
    -6.83359     0.794777     -1.76353
     0.15259    0.0227026    -0.988029
   -0.857518    -0.493952    -0.143784
   -0.491303     0.869193   -0.0559042
    -5.95318     0.298361     -1.82474
   -0.411537    -0.462563    -0.785285
    0.333708     0.725318    -0.602123
    0.848102    -0.509852    -0.144134
    -5.11575    -0.247617     -1.91007
   -0.707877      0.27142     0.652105
    0.419534     0.904293    0.0790288
   -0.568244     0.329523    -0.753998
    -4.21407    -0.806688     -2.03732
   -0.960823   -0.0277562      0.27577
    0.224973     0.503038      0.83447
   -0.161884     0.863819    -0.477086
     -3.3187     -1.32762     -2.02833
    0.466024     0.835432    -0.291332
    0.330456     0.141095     0.933215
    0.820744    -0.531174     -0.21032
     -2.5207     -1.89514     -2.06571
    0.649841  -0.00723667    -0.760036
    -0.15385    -0.980508    -0.122208
   -0.744337     0.196347    -0.638287
    -1.66987     -2.49236     -2.09416
     0.49131    -0.738058     0.462477
   -0.651246    0.0412915     0.757743
   -0.578354    -0.673473     -0.46037
   -0.897198     -3.06879     -2.18755
    0.265789   -0.0119173    -0.963958
   -0.818364    -0.531305    -0.219076
   -0.509545     0.847097    -0.150968
  -0.0234148     -3.49641     -2.25662
    0.515823      0.65874     0.547711
   0.0253401    -0.650783     0.758841
     0.85632    -0.377549    -0.352381
    0.802399     -4.02892      -2.3013
    0.242231     0.739051    -0.628591
    0.960534    -0.273985    0.0480158
   -0.136739    -0.615415    -0.776252
       1.513     -4.59143     -2.45228
   -0.488568     0.861839    -0.136142
  -0.0381104     0.134805     0.990139
    0.871693     0.488938   -0.0330162
     2.46603     -5.15892     -2.32724
    0.864109    -0.348209    -0.363409
   -0.375477     -0.92682  -0.00474861
   -0.335161     0.140555    -0.931618
     3.39779     -5.62997     -2.31012
   -0.203231    -0.434727     0.877331
   -0.796809     0.594164     0.109837
   -0.569028    -0.676743    -0.467147
      4.2019      -6.2683     -2.52632
   -0.276564    -0.901099    -0.333967
   -0.922784     0.346037    -0.169492
    0.268294     0.261304    -0.927221
     4.96245     -6.77002     -2.59626
   -0.563492     0.785756     0.255079
     0.75076     0.358223     0.555009
    0.344726     0.504246     -0.79177
     5.81691      -7.4257     -2.63043
   -0.770499    -0.237847     0.591406
   -0.634483      0.19687    -0.747445
   0.0613477    -0.951142    -0.302598
     6.71967     -7.87975     -2.63673
   -0.490974    -0.821666    -0.289499
   -0.721125     0.196862     0.664247
   -0.488798     0.534892    -0.689178
     7.59434     -8.45775     -2.78107
   -0.930018     0.217857     0.295982
   0.0246497     0.840524    -0.541213
   -0.366687    -0.496042    -0.787073
     8.42611     -9.00457     -2.90508
    0.706293     -0.49681    -0.504311
   -0.545778    0.0715646    -0.834868
    0.450862     0.864903    -0.220603
     8.85743     -8.09314     -2.70183
   -0.150755    -0.430791     0.889771
   -0.735091     0.650661     0.190476
   -0.660994    -0.625348    -0.414761
     8.12295     -7.52484     -2.70113
    0.229949     0.192494     0.953976
    0.891144    -0.435611    -0.126906
    0.391133     0.879312    -0.271708
     7.25277      -7.0756     -2.65262
   -0.997707   -0.0624222    0.0261638
  -0.0508142     0.946164     0.319675
  -0.0447101     0.317613    -0.947166
     6.31209     -6.53346     -2.53427
    -0.31801     0.182683     0.930321
    0.724434     0.679829     0.114137
   -0.611608     0.710253    -0.348535
     5.55832     -6.00127     -2.47514
    0.482231    -0.868065    -0.117966
    -0.87599    -0.479302   -0.0539544
 -0.00970533     0.129356    -0.991551
     4.62874     -5.46035     -2.28742
    0.621609     0.597773     0.506231
    0.572087    0.0950146    -0.814671
   -0.535088     0.796015    -0.282916
     3.87062     -4.81496      -2.2833
    0.502836    -0.261622    -0.823838
  -0.0501998    -0.960326     0.274326
   -0.862923   -0.0965844     -0.49602
     2.98881     -4.29053     -2.27514
    0.392345    -0.907415    -0.150543
   -0.853584    -0.420165     0.307985
   -0.342723   0.00766437    -0.939405
     2.14849     -3.82577     -2.23061
    0.100009     0.900161     0.423921
    0.906852    0.0928485    -0.411095
   -0.409412     0.425546    -0.807027
     1.34763     -3.16749     -2.17724
    0.144544     0.465497     0.873166
    0.466498     -0.81027     0.354742
    0.872632     0.356055    -0.334273
    0.532794     -2.68838     -2.04264
    0.606053     0.588854    -0.534744
    0.107209    -0.726612    -0.678631
   -0.788166     0.353957    -0.503496
   -0.292795     -2.15886     -2.04816
   -0.409244     -0.88445     0.224206
   -0.427317    -0.031326    -0.903559
    0.806176    -0.465583     -0.36512
    -1.16864     -1.63556     -1.96067
    0.654349    -0.746308    -0.121865
   0.0604276    -0.109035       0.9922
   -0.753774    -0.656609   -0.0262493
    -1.99293     -1.06079     -1.87908
   -0.659349    -0.565242    -0.495742
   -0.717604     0.669838     0.190686
    0.224283     0.481475    -0.847277
    -2.84421    -0.545066     -1.85102
   -0.473879     0.837373    -0.272479
      0.3141     0.449808      0.83607
    0.822666     0.310611    -0.476174
    -3.71027     0.102908     -1.88368
   0.0278763     -0.57802     0.815546
   -0.984526    -0.157083   -0.0776806
    0.173009    -0.800761    -0.573455
    -4.58367     0.554492     -1.76196
    0.955409    -0.259514     0.140879
   -0.140993    0.0182741     0.989842
   -0.259452    -0.965567   -0.0191304
    -5.39884      1.10863     -1.64064
   -0.982666    0.0560898    -0.176697
    0.185323     0.272468    -0.944149
 -0.00481302    -0.960529    -0.278139
    -6.20764      1.60747     -1.65951
  -0.0197683     0.806223    -0.591282
    0.565009     0.496916     0.658664
    0.824848    -0.321059    -0.465347
    -7.12233      2.13769     -1.57876
     0.62851    -0.703935     0.330835
   -0.531232   -0.0778162     0.843645
   -0.568127    -0.705989    -0.422861
    -6.57168      3.03093     -1.37256
   0.0722354     0.931167     0.357365
     0.99733   -0.0712915    -0.015833
   0.0107339     0.357554    -0.933831
    -5.73846      2.46323     -1.56781
    0.107747     0.986162    -0.125995
    0.875368   -0.0340273     0.482259
    0.471298    -0.162254    -0.866921
    -4.86321      1.95167     -1.62102
    0.260175     0.358107     0.896698
    0.803209    -0.595678   0.00484182
    0.535877     0.718976    -0.442616
     -4.0468      1.40423     -1.70586
   -0.698347     0.390971    -0.599545
    0.658042     0.021161    -0.752684
   -0.281591     -0.92016    -0.272053
     -3.1695     0.872087     -1.78165
    0.235459    -0.635369    -0.735436
   -0.887863     0.167154    -0.428671
    0.395295     0.753901    -0.524762
    -2.23801     0.312987     -1.86301
   -0.623648      0.56774     0.537341
   -0.087765     0.632196    -0.769822
   -0.776763    -0.527257     -0.34444
     -1.3979    -0.156529     -1.81657
   -0.683517     -0.66209    -0.307314
   -0.634575     0.747049    -0.198074
    0.360721    0.0596269    -0.930766
   -0.654902    -0.714175     -1.83952
   -0.235278     0.339851     0.910574
    0.683593    -0.608121     0.403596
    0.690902     0.717419   -0.0892419
    0.257784     -1.32773     -1.97047
   -0.738024     0.646809    -0.192246
    0.629879     0.558184    -0.540076
   -0.242017    -0.519681    -0.819365
     1.08042     -1.83757     -1.92337
    0.259903    -0.657501     0.707208
    -0.90205    -0.426681    -0.065182
    0.344609    -0.620996    -0.703994
     1.91561     -2.34926     -2.03426
    -0.53537    0.0872004    -0.840104
   -0.561157     0.706668     0.430957
    0.631254     0.702151    -0.329396
     2.63509     -2.91394     -2.10511
    0.123888    -0.320805    -0.939008
   -0.938447    -0.345376  -0.00581888
   -0.322444     0.881929    -0.343847
     3.49432     -3.48792     -2.22294
    0.720962     -0.36419    -0.589559
   -0.554538    -0.813405    -0.175667
   -0.415574     0.453582    -0.788391
     4.32848     -3.92668     -2.36624
    0.468764     0.127691     0.874046
    0.176223    -0.983124    0.0491161
    0.865567     0.131003    -0.483355
       5.243     -4.62325     -2.19595
    0.575606     0.788351    -0.217212
    0.587339    -0.213763     0.780601
    0.568956    -0.576896    -0.586072
     6.06462     -5.10334     -2.23186
    0.833815      0.11608    -0.539702
  -0.0659875    -0.949676    -0.306206
   -0.548087     0.290932    -0.784193
     6.92514     -5.75642      -2.4083
   -0.219958    -0.537758     0.813901
   -0.364985     0.819103     0.442557
   -0.904657    -0.199718    -0.376442
     7.84266      -6.2473     -2.59225
    -0.47939     0.704559     0.523241
    0.694598     0.669021     -0.26447
   -0.536394     0.236658    -0.810108
     8.68296     -6.82322     -2.60722
   -0.541072    -0.288857     0.789812
   -0.391397     0.917742    0.0675127
   -0.744345    -0.272601    -0.609622
     9.51868     -7.26952     -2.61023
    0.530228     0.829532     0.175312
    0.272774    0.0288788    -0.961645
   -0.802778     0.557711    -0.210962
     10.0441      -6.4419     -2.55435
   -0.996234    0.0538218    0.0679735
  -0.0326184     0.493732    -0.869002
  -0.0803319    -0.867947    -0.490117
     9.18257      -6.0118     -2.51971
    0.744469     0.231504     0.626236
    0.465001    -0.852855    -0.237513
    0.479104     0.468021    -0.742574
     8.36851     -5.46594     -2.46085
    0.025929     -0.15335     0.987832
   -0.847209     0.521151     0.103141
   -0.530626    -0.839575    -0.116406
      7.4295     -4.87716      -2.3465
   -0.762666     0.187655    -0.618973
   -0.610065     0.109188     0.784792
    0.214854     0.976147    0.0312079
     6.65571      -4.3146     -2.18224
    0.541168    -0.464246     0.701151
    0.260939    -0.699931    -0.664837
    0.799405     0.542746     -0.25764
     5.78214     -3.71074     -2.18432
      0.9324    0.0341814     0.359807
    0.276128    -0.709702    -0.648133
    0.233202     0.703673    -0.671165
     4.98309     -3.20235     -2.17187
    0.932604    0.0142317     0.360621
  -0.0279697    -0.993367     0.111535
    0.359816    -0.114104     -0.92602
     4.11416     -2.61862      -1.9947
    0.739434   -0.0152376     0.673057
   -0.671201    0.0608626     0.738773
  -0.0522211     -0.99803    0.0347763
     3.26914      -2.0811     -2.06236
    0.745416     0.156145     0.648053
    0.263387    -0.962063   -0.0711542
    0.612358     0.223728    -0.758264
     2.52117     -1.49083     -1.94902
      0.8672     0.159145    -0.471843
   -0.408829    -0.313427    -0.857101
   -0.284292     0.936182    -0.206741
     1.64508     -1.04515     -1.99552
    0.786259    0.0817671    -0.612463
   -0.400714    -0.687034    -0.606146
   -0.470346      0.72201    -0.507421
    0.726745    -0.499572     -1.89883
    0.423466    -0.905681    0.0204466
   -0.766864    -0.346362     0.540327
   -0.482282     -0.24449    -0.841207
  -0.0622697     0.167324     -1.79879
 -0.00389927    0.0461727     0.998926
    0.960733    -0.276979    0.0165528
    0.277446     0.959766   -0.0432797
   -0.829386     0.676021     -1.78844
   -0.617758    -0.774139    -0.138143
   -0.663761     0.419132     0.619476
    -0.42166      0.47438    -0.772765
     -1.6976      1.12492     -1.78845
    0.507358     0.399632     0.763468
    0.856898    -0.327709     -0.39791
   0.0911776     0.856097    -0.508709
    -2.59736      1.69097     -1.75334
   -0.859371    -0.491396     0.141459
   0.0387191     0.213311     0.976217
   -0.509884      0.84441    -0.164287
    -3.43967      2.21358     -1.61014
    0.783682    0.0047078    -0.621144
    0.620309   -0.0583186     0.782187
  -0.0325419    -0.998287   -0.0486236
    -4.28161      2.72844     -1.60842
   -0.722242    -0.533761    -0.439847
   -0.622635     0.224866     0.749507
   -0.301151      0.81519    -0.494746
    -5.08013      3.28191     -1.40279
   -0.653547     0.206193     0.728259
    0.691247     0.554532     0.463327
   -0.308308     0.806213    -0.504942
     -5.8929      3.92389      -1.3689
   -0.184565    -0.744594     0.641495
   -0.973349     0.228876    -0.014384
   -0.136112    -0.627054    -0.766992
    -5.44309      4.70172     -1.35588
   -0.291108     0.953628    0.0764811
    0.956574     0.291389   0.00769753
  -0.0149452    0.0754006    -0.997041
    -4.67886      4.06611     -1.37435
   -0.420011    -0.880428     0.220087
   -0.638571     0.114397    -0.761013
     0.64484    -0.460175    -0.610263
    -3.75938      3.56063     -1.45988
   0.0312425    -0.539946      0.84112
   -0.996709   -0.0798104   -0.0142116
   0.0748035    -0.837907    -0.540662
    -2.89454      3.00429     -1.49776
   -0.178354     0.961752    -0.207901
    0.483797     0.269698     0.832588
    0.856814     0.047914    -0.513395
    -2.06552      2.49544     -1.61248
   -0.515713     0.761969    -0.391718
    0.588267     0.647319     0.484686
    0.622882    0.0195237    -0.782072
    -1.15493      1.91896     -1.66305
    0.371385    -0.922433     0.105787
   -0.745181    -0.364093    -0.558697
    0.553876     0.128661    -0.822598
   -0.373934      1.49945     -1.75525
     0.74753    -0.252854     0.614218
   -0.302116    -0.952953   -0.0246131
    0.591544    -0.167166    -0.788753
    0.487179     0.941572     -1.70597
   -0.855615     0.130657     0.500851
    -0.44248      0.31745    -0.838711
   -0.268579    -0.939231    -0.213802
     1.30221     0.400095     -1.77051
    0.721589     0.585411     0.369599
    0.245989    -0.715815     0.653528
    0.647147    -0.380661    -0.660529
     2.24615    -0.240698     -1.81346
   -0.576236      0.80052     -0.16468
    0.326429    0.0407055    -0.944345
   -0.749264    -0.597922    -0.284769
     3.04417    -0.710155     -1.93105
   -0.102601     0.474589    -0.874207
    0.881575     0.450468     0.141084
    0.460759    -0.756204    -0.464605
     3.88786     -1.23813     -1.96317
   -0.847984    -0.478979     0.226941
   0.0860144     0.298135      0.95064
   -0.522995     0.825648    -0.211615
     4.65392     -1.77354     -2.03444
    0.351933    -0.409851    -0.841526
   -0.935946    -0.165775    -0.310682
  -0.0121702     0.896962     -0.44194
